customer_id,signup_date,region,age,plan,contract,payment_method,tenure_months,monthly_charges,support_tickets,late_payments,nps,usage_hours,last_login_days,auto_pay,churn,churn_date
CUST-01070,2025-07-19,Sudeste,52,Básico,Anual,Cartão,11,54.3,1,0,8,40.5,14,Não,0,
CUST-01071,2023-01-30,Centro-Oeste,75,Padrão,Mensal,Boleto,41,93.32,0,0,3,23.9,2,Não,0,
CUST-01072,2024-01-12,Nordeste,18,Premium,Mensal,Cartão,30,172.41,3,1,9,28.4,4,Sim,1,2026-03-27
CUST-01073,2022-12-02,Sul,47,Básico,Mensal,Pix,43,77.76,3,0,7,37.5,1,Sim,0,
CUST-01074,2023-04-11,Norte,18,Padrão,Mensal,Cartão,39,103.42,2,0,4,36.7,8,Não,1,2026-01-20
CUST-01075,2025-03-26,Centro-Oeste,44,Premium,Anual,Boleto,15,168.22,0,0,10,51.7,4,Não,0,
CUST-01076,2021-05-01,Sudeste,37,Padrão,Anual,Débito automático,62,117.24,2,0,8,37.8,0,Sim,0,
CUST-01077,2021-04-06,Sul,41,Básico,Bienal,Pix,63,56.55,0,0,6,13.1,8,Sim,0,
CUST-01078,2025-06-08,Sul,28,Básico,Mensal,Boleto,12,60.17,2,0,6,32.2,10,Não,0,
CUST-01079,2021-10-04,Nordeste,48,Padrão,Mensal,Débito automático,57,105.81,1,0,7,45.1,4,Sim,0,
CUST-01080,2021-06-06,Sudeste,22,Básico,Mensal,Boleto,61,52.99,1,0,7,25.3,12,Não,0,
CUST-01081,2020-07-05,Sudeste,54,Padrão,Bienal,Cartão,72,122.79,2,0,8,31.5,4,Sim,0,
CUST-01082,2023-04-15,Centro-Oeste,34,Padrão,Anual,Pix,39,92.87,4,2,7,49.5,3,Sim,1,2026-02-11
CUST-01083,2024-10-25,Centro-Oeste,22,Padrão,Mensal,Cartão,20,99.86,1,1,6,36.9,1,Não,0,
CUST-01084,2025-03-10,Centro-Oeste,58,Padrão,Anual,Pix,15,125.83,3,0,8,44.7,44,Não,1,2026-06-05
CUST-01085,2024-10-21,Norte,38,Básico,Mensal,Cartão,20,39.0,2,1,6,39.6,9,Não,0,
CUST-01086,2025-09-26,Nordeste,62,Básico,Mensal,Boleto,9,62.02,2,0,7,30.6,8,Não,1,2026-06-22
CUST-01087,2023-09-24,Nordeste,54,Básico,Mensal,Pix,33,49.75,3,1,10,87.1,6,Não,0,
CUST-01088,2024-09-06,Nordeste,29,Básico,Mensal,Boleto,22,59.0,0,0,6,20.8,12,Sim,0,
CUST-01089,2025-11-08,Sul,38,Padrão,Mensal,Cartão,7,82.12,0,1,7,14.7,17,Sim,1,2026-06-17
CUST-01090,2025-03-27,Sul,40,Básico,Mensal,Cartão,15,53.81,0,1,5,34.8,8,Não,0,
CUST-01091,2022-01-10,Sudeste,57,Padrão,Mensal,Boleto,54,99.35,2,1,9,30.8,13,Não,1,2026-03-04
CUST-01092,2023-09-10,Nordeste,44,Básico,Anual,Pix,34,62.34,0,1,4,34.9,15,Sim,0,
CUST-01093,2025-04-29,Sudeste,41,Básico,Mensal,Débito automático,14,71.54,2,1,5,54.7,17,Não,0,
CUST-01094,2020-07-10,Sudeste,37,Básico,Mensal,Pix,72,39.0,4,0,9,22.5,5,Sim,1,2026-04-24
CUST-01095,2023-12-11,Sul,38,Padrão,Bienal,Cartão,31,97.24,0,3,7,9.1,4,Não,0,
CUST-01096,2025-08-25,Sudeste,55,Padrão,Mensal,Boleto,10,96.55,0,0,9,107.7,5,Sim,0,
CUST-01097,2024-10-10,Sudeste,39,Padrão,Anual,Boleto,20,98.1,2,0,7,31.1,7,Sim,0,
CUST-01098,2025-11-15,Nordeste,34,Básico,Mensal,Cartão,7,59.45,0,0,6,44.1,9,Sim,0,
CUST-01099,2021-04-28,Centro-Oeste,32,Padrão,Anual,Boleto,62,87.38,1,0,7,32.0,1,Não,0,
CUST-01100,2022-10-21,Sudeste,32,Padrão,Mensal,Cartão,44,77.34,1,0,4,28.3,13,Sim,0,
CUST-01101,2025-05-03,Sudeste,22,Básico,Mensal,Cartão,14,62.04,1,0,5,32.2,2,Não,0,
CUST-01102,2026-02-17,Sudeste,30,Básico,Mensal,Cartão,4,45.08,3,1,9,45.3,15,Sim,1,2026-05-12
CUST-01103,2022-11-20,Nordeste,57,Básico,Anual,Boleto,43,64.64,2,0,7,53.4,2,Sim,0,
CUST-01104,2024-01-03,Centro-Oeste,37,Básico,Anual,Boleto,30,45.88,0,1,7,66.8,7,Não,0,
CUST-01105,2021-11-23,Sudeste,47,Premium,Anual,Cartão,56,168.7,2,0,7,47.9,5,Sim,0,
CUST-01106,2026-03-15,Nordeste,18,Básico,Mensal,Boleto,3,58.24,0,1,4,31.4,3,Não,0,
CUST-01107,2023-02-04,Sudeste,46,Padrão,Anual,Boleto,41,99.21,2,0,4,85.5,19,Não,0,
CUST-01108,2024-06-22,Sudeste,37,Padrão,Anual,Pix,24,95.55,0,2,8,45.0,3,Não,1,2026-02-07
CUST-01109,2020-07-19,Norte,33,Básico,Mensal,Cartão,72,53.31,2,1,6,48.6,3,Sim,0,
CUST-01110,2025-09-17,Sudeste,41,Padrão,Mensal,Cartão,9,95.74,0,0,7,67.2,19,Não,0,
CUST-01111,2022-09-16,Sudeste,33,Básico,Mensal,Cartão,46,75.54,3,0,8,34.4,9,Não,0,
CUST-01112,2023-02-13,Sudeste,18,Padrão,Anual,Débito automático,41,77.52,2,1,5,64.4,3,Sim,0,
CUST-01113,2025-11-30,Nordeste,50,Básico,Mensal,Boleto,7,49.93,2,2,6,14.6,5,Não,0,
CUST-01114,2024-11-07,Norte,42,Básico,Mensal,Cartão,20,73.79,3,0,6,32.7,26,Sim,0,
CUST-01115,2023-05-27,Norte,35,Básico,Bienal,Pix,37,70.48,2,2,8,71.0,16,Sim,0,
CUST-01116,2025-04-11,Sudeste,27,Padrão,Bienal,Cartão,14,117.81,3,1,6,58.1,3,Sim,0,
CUST-01117,2025-04-25,Sudeste,21,Padrão,Mensal,Cartão,14,98.17,3,1,6,41.4,7,Não,1,2026-05-02
CUST-01118,2022-05-17,Nordeste,42,Padrão,Bienal,Cartão,50,80.54,3,1,10,18.9,5,Não,0,
CUST-01119,2020-07-09,Sudeste,58,Básico,Mensal,Cartão,72,43.49,3,0,7,12.3,5,Sim,0,
CUST-01120,2022-08-19,Centro-Oeste,41,Premium,Anual,Cartão,47,154.82,1,2,8,33.7,6,Não,0,
CUST-01121,2025-11-01,Nordeste,22,Básico,Mensal,Cartão,8,69.65,2,0,3,32.0,1,Sim,0,
CUST-01122,2026-05-14,Sudeste,42,Premium,Mensal,Pix,1,155.43,3,1,4,52.9,2,Sim,0,
CUST-01123,2025-09-03,Centro-Oeste,38,Padrão,Bienal,Pix,10,94.36,3,0,8,37.4,14,Sim,1,2026-02-18
CUST-01124,2023-03-14,Sudeste,49,Padrão,Mensal,Pix,40,104.56,1,0,7,56.7,15,Sim,0,
CUST-01125,2022-11-10,Sudeste,46,Padrão,Anual,Pix,44,99.39,0,0,6,40.4,6,Sim,0,
CUST-01126,2024-11-09,Sul,18,Padrão,Mensal,Pix,19,92.83,2,1,5,21.0,4,Não,1,2026-01-18
CUST-01127,2025-08-20,Sul,46,Padrão,Mensal,Pix,10,84.98,0,0,9,43.5,5,Não,0,
CUST-01128,2024-10-18,Nordeste,27,Básico,Bienal,Débito automático,20,72.26,1,1,8,35.9,19,Sim,0,
CUST-01129,2026-01-22,Nordeste,22,Padrão,Mensal,Cartão,5,113.67,1,0,7,33.9,21,Não,0,
CUST-01130,2026-05-02,Norte,37,Básico,Bienal,Pix,1,44.19,1,1,8,36.8,17,Sim,0,
CUST-01131,2023-10-18,Norte,44,Padrão,Anual,Cartão,32,93.36,0,1,6,41.2,7,Não,0,
CUST-01132,2024-01-18,Sul,19,Padrão,Mensal,Pix,29,108.34,3,1,6,34.8,4,Não,0,
CUST-01133,2025-08-26,Sudeste,47,Premium,Mensal,Pix,10,143.07,5,1,6,15.4,10,Sim,1,2026-01-07
CUST-01134,2022-07-12,Nordeste,48,Padrão,Mensal,Boleto,48,104.11,1,0,9,17.3,4,Não,1,2026-02-18
CUST-01135,2024-05-07,Norte,40,Básico,Mensal,Débito automático,26,54.43,2,1,6,28.2,6,Não,1,2026-04-24
CUST-01136,2025-05-16,Sudeste,29,Padrão,Mensal,Pix,13,81.97,2,0,7,61.8,6,Sim,0,
CUST-01137,2023-10-21,Sul,27,Básico,Mensal,Cartão,32,83.88,2,1,6,38.3,6,Não,0,
CUST-01138,2020-07-19,Sudeste,51,Padrão,Anual,Boleto,72,94.22,2,1,9,34.3,3,Sim,0,
CUST-01139,2026-01-01,Sudeste,21,Padrão,Mensal,Cartão,6,106.34,1,0,6,84.1,8,Não,0,
CUST-01140,2020-07-24,Nordeste,52,Padrão,Anual,Pix,72,83.3,2,1,10,40.3,4,Sim,0,
CUST-01141,2024-04-25,Sudeste,37,Básico,Mensal,Débito automático,26,80.73,2,0,6,34.8,0,Sim,0,
CUST-01142,2023-05-01,Nordeste,38,Básico,Mensal,Pix,38,86.26,3,0,6,29.6,1,Não,0,
CUST-01143,2023-03-06,Centro-Oeste,19,Padrão,Mensal,Pix,40,77.97,3,2,10,27.4,5,Não,0,
CUST-01144,2025-05-08,Nordeste,37,Básico,Mensal,Cartão,13,56.7,3,2,5,13.6,2,Não,1,2026-06-21
CUST-01145,2025-01-03,Sudeste,46,Básico,Anual,Cartão,18,77.59,2,0,7,34.5,5,Sim,0,
CUST-01146,2021-07-26,Sudeste,23,Básico,Mensal,Débito automático,60,52.44,0,0,9,18.2,14,Sim,0,
CUST-01147,2020-12-19,Nordeste,45,Padrão,Anual,Cartão,67,104.73,1,3,4,22.9,4,Não,0,
CUST-01148,2024-08-12,Nordeste,40,Básico,Anual,Cartão,22,39.0,2,1,8,17.8,9,Sim,0,
CUST-01149,2020-07-03,Sul,31,Padrão,Mensal,Pix,72,87.96,2,1,4,80.9,15,Sim,1,2026-02-04
CUST-01150,2024-07-03,Centro-Oeste,49,Premium,Bienal,Pix,24,163.27,1,0,7,39.6,14,Sim,0,
CUST-01151,2022-10-03,Sudeste,18,Padrão,Bienal,Cartão,45,90.75,0,1,10,63.8,8,Não,0,
CUST-01152,2025-05-04,Centro-Oeste,43,Básico,Mensal,Cartão,14,53.95,2,1,2,51.1,15,Sim,1,2026-06-12
CUST-01153,2022-12-08,Sudeste,58,Básico,Bienal,Pix,43,39.0,1,1,7,30.9,2,Sim,0,
CUST-01154,2024-09-09,Sudeste,56,Básico,Mensal,Pix,21,68.16,5,0,6,24.9,3,Sim,0,
CUST-01155,2020-07-17,Sul,44,Padrão,Anual,Boleto,72,80.25,2,0,5,30.7,26,Sim,0,
CUST-01156,2023-09-11,Sudeste,35,Padrão,Mensal,Cartão,34,120.57,2,0,4,21.4,8,Não,1,2026-02-16
CUST-01157,2020-07-10,Sudeste,31,Básico,Anual,Débito automático,72,49.44,2,0,9,9.4,9,Sim,1,2026-04-30
CUST-01158,2023-12-14,Sudeste,35,Básico,Anual,Cartão,30,70.21,0,0,8,14.4,5,Sim,0,
CUST-01159,2024-05-02,Sul,46,Básico,Bienal,Cartão,26,68.83,2,1,3,46.7,4,Sim,1,2026-02-28
CUST-01160,2024-01-24,Nordeste,29,Básico,Bienal,Débito automático,29,45.21,5,1,5,15.4,3,Não,0,
CUST-01161,2020-07-12,Sudeste,48,Premium,Mensal,Débito automático,72,150.94,3,1,6,22.9,10,Sim,0,
CUST-01162,2024-12-12,Nordeste,65,Básico,Anual,Cartão,18,52.6,1,0,4,29.8,9,Sim,0,
CUST-01163,2020-07-03,Nordeste,38,Básico,Mensal,Pix,72,53.54,1,0,7,18.4,10,Não,0,
CUST-01164,2022-06-02,Sudeste,23,Básico,Mensal,Débito automático,49,40.83,1,0,8,44.5,7,Não,0,
CUST-01165,2020-07-10,Sudeste,23,Básico,Mensal,Cartão,72,66.47,0,1,8,55.8,2,Sim,1,2026-04-23
CUST-01166,2025-09-02,Centro-Oeste,48,Básico,Bienal,Cartão,10,49.36,1,3,10,15.8,3,Não,0,
CUST-01167,2022-11-09,Nordeste,38,Padrão,Anual,Pix,44,97.4,3,1,5,15.0,4,Não,0,
CUST-01168,2021-05-05,Sul,50,Básico,Mensal,Boleto,62,73.09,1,1,6,25.5,15,Sim,0,
CUST-01169,2021-03-31,Nordeste,33,Básico,Bienal,Pix,63,67.01,2,1,6,48.4,8,Não,0,
CUST-01170,2022-10-27,Sudeste,49,Padrão,Anual,Pix,44,90.3,1,1,9,47.8,12,Sim,0,
CUST-01171,2024-10-29,Sudeste,37,Padrão,Mensal,Débito automático,20,113.57,2,1,9,14.1,6,Sim,0,
CUST-01172,2024-12-02,Nordeste,30,Básico,Mensal,Cartão,19,68.32,1,1,5,41.5,10,Sim,0,
CUST-01173,2024-12-20,Sudeste,34,Premium,Anual,Boleto,18,149.12,0,0,10,30.6,4,Sim,0,
CUST-01174,2023-11-11,Nordeste,25,Básico,Anual,Cartão,32,51.8,2,0,5,59.5,3,Não,0,
CUST-01175,2024-01-19,Sul,63,Premium,Mensal,Boleto,29,173.01,3,0,9,20.5,27,Não,1,2026-04-30
CUST-01176,2024-10-27,Nordeste,38,Premium,Mensal,Pix,20,169.9,0,0,9,18.0,3,Não,0,
CUST-01177,2024-07-20,Sul,47,Padrão,Mensal,Cartão,23,77.96,5,0,8,49.4,2,Sim,1,2026-04-06
CUST-01178,2024-04-11,Sudeste,33,Básico,Mensal,Pix,27,44.92,0,1,6,14.3,10,Sim,0,
CUST-01179,2026-02-22,Sudeste,26,Premium,Mensal,Débito automático,4,168.74,2,0,6,36.1,10,Não,1,2026-03-25
CUST-01180,2024-10-08,Sudeste,36,Básico,Mensal,Pix,21,42.56,1,2,8,32.0,11,Não,0,
CUST-01181,2025-01-27,Nordeste,52,Básico,Mensal,Cartão,17,70.27,1,0,8,26.0,5,Sim,0,
CUST-01182,2025-08-09,Sudeste,33,Padrão,Anual,Cartão,10,126.1,2,1,9,28.6,9,Não,0,
CUST-01183,2025-08-24,Sudeste,29,Padrão,Mensal,Boleto,10,104.23,1,2,9,36.1,9,Sim,0,
CUST-01184,2024-09-14,Sudeste,41,Premium,Mensal,Boleto,21,146.08,2,0,8,10.3,2,Sim,0,
CUST-01185,2023-09-29,Sudeste,45,Padrão,Mensal,Pix,33,101.47,2,1,10,20.7,0,Não,0,
CUST-01186,2023-08-02,Nordeste,59,Premium,Bienal,Cartão,35,173.48,3,0,6,11.8,4,Não,1,2026-03-26
CUST-01187,2023-04-27,Sudeste,43,Padrão,Mensal,Boleto,38,100.38,1,0,7,7.2,7,Sim,0,
CUST-01188,2023-08-02,Norte,47,Padrão,Mensal,Cartão,35,105.77,1,1,6,13.6,1,Não,0,
CUST-01189,2024-12-20,Sudeste,48,Padrão,Mensal,Cartão,18,87.81,4,1,10,31.4,4,Sim,0,
CUST-01190,2025-08-23,Nordeste,25,Premium,Anual,Pix,10,148.87,0,1,9,44.7,7,Não,1,2026-05-01
CUST-01191,2025-06-06,Sul,27,Premium,Mensal,Pix,12,171.68,2,0,9,55.6,8,Não,0,
CUST-01192,2024-07-06,Sudeste,26,Premium,Mensal,Débito automático,24,149.03,0,1,8,53.6,23,Sim,0,
CUST-01193,2024-01-17,Centro-Oeste,23,Padrão,Anual,Pix,29,62.79,2,0,7,36.6,10,Sim,0,
CUST-01194,2022-08-31,Norte,49,Padrão,Anual,Cartão,46,94.71,3,0,10,9.3,0,Não,0,
CUST-01195,2021-04-10,Centro-Oeste,42,Básico,Mensal,Boleto,63,63.4,0,2,10,10.8,18,Não,1,2026-03-16
CUST-01196,2024-11-28,Sudeste,40,Premium,Mensal,Cartão,19,173.82,2,2,6,13.9,4,Não,1,2026-03-12
CUST-01197,2024-01-05,Sudeste,18,Básico,Bienal,Débito automático,30,82.04,0,2,7,44.0,2,Sim,0,
CUST-01198,2023-04-09,Nordeste,64,Básico,Bienal,Cartão,39,60.19,1,0,8,19.2,4,Sim,0,
CUST-01199,2024-03-31,Sudeste,28,Padrão,Anual,Débito automático,27,108.22,1,1,6,54.5,2,Sim,0,
CUST-01200,2025-06-03,Nordeste,64,Padrão,Anual,Débito automático,13,100.69,2,1,6,22.3,0,Sim,0,
CUST-01201,2025-04-03,Sul,22,Padrão,Bienal,Débito automático,15,103.96,2,0,4,42.3,3,Não,0,
CUST-01202,2022-06-05,Sul,29,Básico,Bienal,Cartão,49,56.38,3,0,2,41.6,8,Sim,1,2026-01-16
CUST-01203,2024-10-15,Nordeste,18,Básico,Mensal,Débito automático,20,64.41,3,0,10,61.6,3,Não,0,
CUST-01204,2024-08-10,Nordeste,43,Básico,Bienal,Boleto,22,48.78,0,1,6,32.6,2,Sim,0,
CUST-01205,2026-03-21,Sudeste,26,Básico,Anual,Cartão,3,86.72,1,1,6,32.6,13,Sim,0,
CUST-01206,2021-09-27,Sudeste,26,Básico,Anual,Pix,57,39.0,3,0,7,34.8,9,Não,0,
CUST-01207,2023-02-24,Sul,23,Padrão,Mensal,Boleto,40,106.99,0,0,9,53.5,10,Sim,0,
CUST-01208,2025-10-28,Sul,48,Básico,Mensal,Débito automático,8,63.47,2,0,9,20.0,3,Sim,0,
CUST-01209,2023-06-09,Sudeste,48,Básico,Anual,Boleto,37,64.2,3,2,9,28.9,11,Sim,0,
CUST-01210,2023-04-04,Sudeste,61,Básico,Anual,Pix,39,42.44,1,1,8,33.2,5,Não,0,
CUST-01211,2020-07-26,Nordeste,31,Padrão,Mensal,Boleto,72,75.51,2,1,7,14.4,7,Sim,0,
CUST-01212,2025-04-22,Nordeste,42,Premium,Anual,Cartão,14,167.48,0,3,10,27.3,11,Não,0,
CUST-01213,2023-07-11,Sul,24,Básico,Mensal,Pix,36,77.77,0,1,7,41.4,9,Sim,0,
CUST-01214,2025-01-25,Sudeste,35,Básico,Mensal,Boleto,17,62.08,0,0,9,16.4,7,Sim,0,
CUST-01215,2025-01-26,Sudeste,33,Padrão,Anual,Pix,17,110.27,2,0,4,48.1,3,Sim,0,
CUST-01216,2020-12-21,Sul,45,Básico,Anual,Boleto,67,52.59,1,2,10,34.7,5,Sim,0,
CUST-01217,2022-06-18,Sudeste,51,Premium,Mensal,Pix,49,163.64,1,0,5,58.0,6,Sim,0,
CUST-01218,2025-10-11,Sul,51,Premium,Mensal,Pix,8,176.16,2,0,4,57.6,5,Sim,1,2026-03-02
CUST-01219,2025-12-02,Nordeste,29,Padrão,Mensal,Boleto,7,94.61,3,0,4,69.4,6,Sim,1,2026-02-15
CUST-01220,2023-05-06,Sudeste,51,Premium,Anual,Cartão,38,175.6,0,0,8,34.7,6,Sim,0,
CUST-01221,2024-07-18,Sudeste,38,Padrão,Bienal,Débito automático,23,76.12,4,1,10,45.2,22,Sim,0,
CUST-01222,2025-06-12,Sudeste,35,Padrão,Anual,Débito automático,12,90.42,3,1,7,36.6,2,Sim,0,
CUST-01223,2023-05-06,Centro-Oeste,30,Básico,Anual,Débito automático,38,66.64,5,0,7,29.0,1,Não,0,
CUST-01224,2023-08-13,Nordeste,32,Básico,Mensal,Débito automático,35,85.64,3,1,9,31.5,3,Não,0,
CUST-01225,2024-04-19,Sudeste,60,Básico,Mensal,Pix,26,59.2,1,0,6,24.7,13,Não,1,2026-03-26
CUST-01226,2024-02-15,Centro-Oeste,43,Padrão,Bienal,Pix,28,84.53,3,1,7,17.9,8,Sim,0,
CUST-01227,2025-05-31,Sul,41,Padrão,Mensal,Boleto,13,125.32,0,2,6,33.3,2,Não,0,
CUST-01228,2023-07-24,Sul,36,Básico,Mensal,Cartão,35,57.23,1,0,10,38.0,6,Não,1,2026-04-25
CUST-01229,2020-07-15,Norte,68,Padrão,Mensal,Débito automático,72,108.31,0,0,7,25.6,14,Sim,1,2026-04-16
CUST-01230,2025-09-24,Sudeste,55,Básico,Anual,Cartão,9,54.32,0,0,9,26.2,11,Não,0,
CUST-01231,2022-06-23,Sudeste,30,Básico,Mensal,Débito automático,48,60.99,1,0,6,70.2,1,Sim,0,
CUST-01232,2025-07-14,Sul,36,Básico,Mensal,Pix,11,51.13,4,1,5,28.5,10,Não,1,2026-01-27
CUST-01233,2023-01-11,Sudeste,36,Padrão,Anual,Débito automático,42,130.61,1,0,8,15.2,13,Não,0,
CUST-01234,2024-07-23,Nordeste,41,Padrão,Mensal,Pix,23,115.68,1,0,8,32.9,4,Não,0,
CUST-01235,2022-12-12,Sudeste,31,Padrão,Mensal,Pix,43,123.75,4,1,9,32.0,5,Não,0,
CUST-01236,2025-08-26,Sudeste,44,Básico,Anual,Débito automático,10,47.96,1,1,5,32.1,6,Não,0,
CUST-01237,2026-05-10,Sudeste,56,Padrão,Bienal,Pix,1,73.45,1,0,7,34.3,27,Sim,0,
CUST-01238,2024-02-01,Sudeste,23,Premium,Mensal,Cartão,29,154.9,2,2,4,27.1,9,Sim,1,2026-04-01
CUST-01239,2022-09-10,Sudeste,25,Básico,Mensal,Cartão,46,94.23,0,3,6,22.0,6,Sim,0,
CUST-01240,2023-12-26,Sudeste,33,Padrão,Mensal,Pix,30,94.49,1,0,4,10.5,7,Não,0,
CUST-01241,2023-03-11,Centro-Oeste,34,Básico,Mensal,Pix,40,73.73,0,2,7,17.5,1,Não,0,
CUST-01242,2024-12-22,Sudeste,63,Básico,Bienal,Boleto,18,44.65,1,0,10,42.1,11,Sim,0,
CUST-01243,2023-02-12,Sudeste,51,Padrão,Anual,Cartão,41,87.39,1,1,5,69.2,19,Sim,0,
CUST-01244,2021-01-21,Sudeste,50,Básico,Mensal,Cartão,66,57.88,2,0,5,22.0,18,Não,1,2026-04-20
CUST-01245,2024-12-28,Sudeste,36,Padrão,Anual,Débito automático,18,128.54,1,0,7,26.8,3,Não,0,
CUST-01246,2023-02-21,Sudeste,36,Premium,Mensal,Boleto,40,174.4,1,0,7,32.6,9,Não,0,
CUST-01247,2025-03-29,Nordeste,22,Básico,Mensal,Cartão,15,39.0,0,1,9,80.7,1,Não,0,
CUST-01248,2020-08-02,Sudeste,48,Básico,Bienal,Cartão,71,68.33,2,1,4,32.4,12,Sim,0,
CUST-01249,2025-10-25,Centro-Oeste,45,Premium,Mensal,Cartão,8,142.92,2,2,2,84.7,2,Sim,0,
CUST-01250,2023-08-25,Centro-Oeste,54,Padrão,Mensal,Boleto,34,89.46,0,1,7,10.5,14,Sim,0,
CUST-01251,2024-03-19,Sudeste,36,Premium,Bienal,Boleto,27,166.15,1,0,10,11.8,9,Não,0,
CUST-01252,2024-12-19,Sudeste,37,Básico,Mensal,Boleto,18,78.58,0,0,7,64.8,1,Não,0,
CUST-01253,2024-12-24,Sudeste,41,Padrão,Mensal,Boleto,18,117.89,4,2,8,18.3,13,Não,1,2026-01-17
CUST-01254,2024-05-20,Nordeste,50,Premium,Mensal,Débito automático,25,163.64,0,0,7,29.4,0,Sim,0,
CUST-01255,2021-02-04,Sudeste,21,Básico,Mensal,Cartão,65,63.84,2,1,9,28.4,3,Não,0,
CUST-01256,2023-12-07,Centro-Oeste,48,Padrão,Mensal,Cartão,31,117.85,1,1,6,13.2,1,Sim,0,
CUST-01257,2026-01-20,Nordeste,39,Padrão,Mensal,Pix,5,76.94,0,0,7,29.9,29,Não,1,2026-03-06
CUST-01258,2025-11-24,Nordeste,26,Padrão,Mensal,Débito automático,7,124.58,1,0,10,94.8,9,Sim,0,
CUST-01259,2023-12-09,Sul,18,Básico,Mensal,Pix,31,48.7,4,0,10,52.3,7,Sim,1,2026-01-30
CUST-01260,2022-04-22,Norte,37,Padrão,Anual,Pix,51,102.65,1,0,6,14.6,4,Não,0,
CUST-01261,2025-05-27,Sudeste,56,Básico,Bienal,Boleto,13,52.05,2,1,6,12.5,35,Sim,0,
CUST-01262,2024-01-11,Sudeste,59,Premium,Anual,Cartão,30,142.82,2,1,6,43.4,6,Não,0,
CUST-01263,2022-03-09,Sudeste,43,Básico,Anual,Pix,52,65.46,3,0,5,71.4,34,Não,0,
CUST-01264,2023-10-06,Norte,63,Básico,Anual,Boleto,33,62.31,1,1,6,83.5,6,Sim,0,
CUST-01265,2024-03-09,Sul,38,Premium,Mensal,Débito automático,28,157.52,4,1,7,41.0,17,Sim,0,
CUST-01266,2024-11-04,Nordeste,50,Básico,Mensal,Cartão,20,56.86,0,1,5,14.6,19,Não,1,2026-03-01
CUST-01267,2024-08-01,Sudeste,34,Padrão,Mensal,Pix,23,120.36,2,0,8,40.8,3,Sim,0,
CUST-01268,2023-02-05,Norte,33,Básico,Mensal,Débito automático,41,89.7,2,1,4,18.3,9,Sim,0,
CUST-01269,2022-11-06,Sul,31,Padrão,Bienal,Boleto,44,116.54,1,1,5,38.0,16,Não,1,2026-02-20
CUST-01270,2022-11-10,Sul,18,Básico,Mensal,Pix,44,62.88,1,0,8,47.7,0,Sim,0,
CUST-01271,2025-03-12,Norte,54,Padrão,Anual,Cartão,15,76.08,4,0,10,22.5,13,Sim,0,
CUST-01272,2026-04-06,Sudeste,31,Padrão,Mensal,Cartão,2,107.78,2,0,8,61.8,11,Sim,0,
CUST-01273,2024-11-29,Sudeste,29,Básico,Mensal,Pix,19,68.4,0,1,5,30.3,10,Não,0,
CUST-01274,2022-07-22,Sul,25,Básico,Mensal,Cartão,47,69.8,0,1,5,29.0,3,Sim,0,
CUST-01275,2020-07-24,Sudeste,37,Básico,Mensal,Boleto,72,43.03,3,1,6,22.0,0,Sim,1,2026-02-23
CUST-01276,2025-06-28,Sudeste,60,Padrão,Mensal,Boleto,12,110.9,1,1,10,42.6,4,Sim,0,
CUST-01277,2023-04-10,Sudeste,64,Básico,Anual,Boleto,39,80.86,3,0,8,46.1,4,Não,0,
CUST-01278,2025-03-02,Sudeste,19,Básico,Mensal,Cartão,16,45.24,2,0,5,6.4,11,Sim,0,
CUST-01279,2021-05-18,Centro-Oeste,35,Básico,Anual,Cartão,62,68.59,0,1,8,63.8,3,Não,0,
CUST-01280,2022-08-13,Sul,27,Padrão,Bienal,Boleto,47,87.64,0,0,10,28.0,12,Sim,0,
CUST-01281,2023-11-12,Sudeste,51,Padrão,Mensal,Cartão,32,97.54,3,1,10,37.2,0,Sim,0,
CUST-01282,2023-09-12,Sudeste,42,Padrão,Bienal,Cartão,34,85.72,1,0,10,29.1,13,Não,0,
CUST-01283,2021-09-22,Sul,31,Premium,Mensal,Pix,58,154.09,2,1,9,39.8,4,Sim,0,
CUST-01284,2026-01-15,Nordeste,40,Padrão,Mensal,Cartão,5,94.2,0,1,4,49.0,8,Sim,0,
CUST-01285,2024-06-21,Centro-Oeste,33,Premium,Mensal,Cartão,24,164.77,1,0,5,32.9,2,Não,1,2026-02-22
CUST-01286,2025-08-09,Norte,58,Padrão,Anual,Cartão,10,111.47,0,1,10,28.4,10,Sim,0,
CUST-01287,2023-09-01,Sudeste,46,Básico,Mensal,Débito automático,34,76.03,3,1,6,31.9,7,Não,0,
CUST-01288,2024-02-02,Sudeste,47,Premium,Mensal,Cartão,29,149.87,2,0,3,40.3,10,Não,0,
CUST-01289,2023-10-20,Sul,18,Padrão,Bienal,Pix,32,104.04,1,0,8,33.2,25,Sim,0,
CUST-01290,2025-09-11,Sul,38,Padrão,Mensal,Pix,9,83.63,4,0,9,39.7,4,Sim,0,
CUST-01291,2022-02-28,Sul,64,Básico,Anual,Pix,52,57.45,2,0,7,36.5,2,Sim,0,
CUST-01292,2022-12-21,Nordeste,55,Básico,Mensal,Pix,42,59.6,5,0,8,32.9,8,Não,1,2026-02-13
CUST-01293,2024-12-15,Sul,18,Padrão,Mensal,Cartão,18,86.08,1,1,5,32.0,3,Sim,0,
CUST-01294,2022-10-19,Sudeste,35,Padrão,Mensal,Cartão,45,106.83,0,0,6,32.1,6,Sim,0,
